,level_0,index,log_price,accommodates,city,number_of_reviews,review_scores_rating,grade
3819,4361,5690,5.298317366548036,4,SF,10,100.0,A
3820,4362,5691,5.0238805208462765,8,NYC,53,94.0,A
3821,4363,5692,5.991464547107983,8,SF,35,96.0,A
3822,4364,5693,5.700443573390688,5,DC,8,98.0,A
3823,4365,5694,4.867534450455582,2,NYC,2,100.0,A
3824,4366,5695,4.343805421853683,2,NYC,57,97.0,A
3825,4367,5696,5.5093883366279774,6,LA,1,100.0,A
3826,4368,5697,4.23410650459726,2,LA,1,100.0,A
3827,4369,5698,4.48863636973214,3,LA,5,96.0,A
3828,4370,5699,5.703782474656202,7,NYC,56,98.0,A
3829,4371,5700,5.017279836814924,4,LA,7,97.0,A
3830,4372,5702,4.59511985013459,4,NYC,89,92.0,A
3831,4373,5703,4.23410650459726,2,LA,80,93.0,A
3832,4374,5704,4.605170185988092,2,NYC,5,95.0,A
3833,4375,5705,4.07753744390572,2,NYC,2,80.0,B
3834,4376,5706,4.6443908991413725,4,NYC,95,99.0,A
3835,4379,5711,5.1298987149230735,8,LA,126,93.0,A
3836,4380,5712,5.187385805840755,7,DC,92,92.0,A
3837,4381,5713,4.941642422609304,3,NYC,5,95.0,A
3838,4382,5714,5.0106352940962555,2,NYC,1,100.0,A
3839,4384,5716,5.0106352940962555,2,SF,12,97.0,A
3840,4385,5717,4.23410650459726,2,LA,79,94.0,A
3841,4386,5718,5.0106352940962555,2,NYC,15,95.0,A
3842,4387,5719,5.389071729816501,4,NYC,1,100.0,A
3843,4388,5721,4.867534450455582,3,NYC,21,95.0,A
3844,4389,5723,6.1092475827643655,6,SF,9,100.0,A
3845,4391,5726,4.382026634673881,2,NYC,3,87.0,B
3846,4392,5727,4.48863636973214,2,LA,17,100.0,A
3847,4393,5728,5.056245805348309,2,NYC,18,99.0,A
3848,4394,5731,5.768320995793773,5,SF,67,94.0,A
3849,4395,5732,5.1298987149230735,8,Boston,24,88.0,B
3850,4396,5733,5.0689042022202315,2,SF,4,100.0,A
3851,4397,5734,5.416100402204419,6,NYC,18,99.0,A
3852,4398,5736,5.6167710976665735,4,LA,22,96.0,A
3853,4399,5737,4.31748811353631,2,Chicago,27,95.0,A
3854,4400,5738,4.442651256490317,2,DC,1,80.0,B
3855,4401,5739,4.174387269895637,2,NYC,34,92.0,A
3856,4402,5740,5.978885764901122,4,LA,3,100.0,A
3857,4403,5741,4.9344739331306915,2,NYC,79,95.0,A
3858,4404,5742,5.003946305945459,4,NYC,25,87.0,B
3859,4406,5744,4.174387269895637,2,LA,2,100.0,A
3860,4408,5746,5.298317366548036,2,Chicago,9,98.0,A
3861,4409,5747,4.859812404361672,2,LA,65,94.0,A
3862,4410,5749,4.0943445622221,1,NYC,2,100.0,A
3863,4412,5752,5.3471075307174685,3,NYC,4,87.0,B
3864,4413,5753,5.1929568508902095,4,NYC,22,87.0,B
3865,4414,5754,5.1929568508902095,6,NYC,47,88.0,B
3866,4416,5758,4.770684624465665,2,NYC,6,100.0,A
3867,4417,5759,4.9344739331306915,4,NYC,4,100.0,A
3868,4419,5763,4.4998096703302615,1,NYC,11,90.0,A
3869,4420,5764,4.653960350157523,5,DC,36,87.0,B
3870,4421,5765,5.1929568508902095,2,NYC,28,93.0,A
3871,4423,5767,4.174387269895637,4,LA,4,80.0,B
3872,4424,5768,5.1929568508902095,6,NYC,33,92.0,A
3873,4426,5771,4.23410650459726,2,Boston,21,92.0,A
3874,4427,5772,4.4998096703302615,2,Boston,160,94.0,A
3875,4428,5773,4.382026634673881,2,NYC,6,100.0,A
3876,4429,5774,6.12029741895095,6,NYC,122,90.0,A
3877,4430,5776,4.787491742782046,5,NYC,3,100.0,A
3878,4431,5779,4.1588830833596715,2,DC,28,98.0,A
3879,4432,5780,4.174387269895637,1,LA,11,91.0,A
3880,4434,5782,4.4067192472642525,2,LA,203,92.0,A
3881,4435,5783,4.007333185232471,1,NYC,42,97.0,A
3882,4436,5784,4.007333185232471,1,NYC,2,100.0,A
3883,4437,5785,4.174387269895637,1,NYC,3,100.0,A
3884,4438,5786,5.241747015059644,5,Boston,6,77.0,C
3885,4439,5787,4.787491742782046,3,SF,12,96.0,A
3886,4440,5789,4.727387818712341,1,DC,40,97.0,A
3887,4441,5790,4.31748811353631,2,LA,10,93.0,A
3888,4442,5793,4.430816798843313,2,LA,81,100.0,A
3889,4443,5794,4.343805421853683,2,LA,83,99.0,A
3890,4445,5796,5.0689042022202315,6,LA,75,94.0,A
3891,4446,5798,5.594711379601837,5,LA,3,87.0,B
3892,4447,5799,5.1298987149230735,4,LA,2,100.0,A
3893,4448,5801,4.0943445622221,2,LA,5,92.0,A
3894,4449,5803,5.521460917862246,2,NYC,2,100.0,A
3895,4451,5805,4.248495242049359,1,Chicago,117,97.0,A
3896,4452,5808,5.521460917862246,8,NYC,7,94.0,A
3897,4453,5809,4.553876891600541,2,NYC,125,88.0,B
3898,4454,5810,4.48863636973214,4,SF,13,95.0,A
3899,4455,5812,4.867534450455582,4,LA,24,96.0,A
3900,4456,5813,4.31748811353631,2,NYC,17,87.0,B
3901,4457,5814,5.521460917862246,4,SF,4,95.0,A
3902,4458,5815,4.61512051684126,2,NYC,9,85.0,B
3903,4460,5819,6.363028103540465,12,DC,12,82.0,B
3904,4461,5820,5.3706380281276624,5,LA,53,98.0,A
3905,4463,5822,6.396929655216146,6,SF,1,80.0,B
3906,4464,5823,4.74493212836325,3,Boston,61,96.0,A
3907,4467,5828,4.007333185232471,3,Boston,5,73.0,C
3908,4468,5829,4.770684624465665,4,LA,25,96.0,A
3909,4469,5830,5.247024072160486,5,NYC,90,97.0,A
3910,4470,5831,5.501258210544727,2,SF,1,100.0,A
3911,4472,5833,4.30406509320417,3,LA,36,91.0,A
3912,4474,5835,5.247024072160486,2,LA,68,97.0,A
3913,4475,5836,5.68697535633982,7,LA,11,98.0,A
3914,4476,5837,4.605170185988092,2,Boston,1,100.0,A
3915,4478,5839,4.382026634673881,2,NYC,11,100.0,A
3916,4479,5842,4.0943445622221,1,NYC,2,100.0,A
3917,4480,5844,4.343805421853683,2,LA,12,100.0,A
3918,4483,5848,4.31748811353631,2,NYC,16,91.0,A
3919,4484,5849,4.382026634673881,1,NYC,3,100.0,A
3920,4485,5851,4.4998096703302615,2,LA,44,75.0,C
3921,4486,5852,5.225746673713202,6,LA,3,93.0,A
3922,4487,5853,4.653960350157523,1,NYC,13,83.0,B
3923,4488,5857,5.0689042022202315,4,Chicago,101,98.0,A
3924,4490,5859,5.703782474656202,6,SF,31,94.0,A
3925,4491,5860,5.393627546352364,2,DC,7,100.0,A
3926,4492,5861,4.584967478670572,8,LA,54,88.0,B
3927,4493,5862,4.4067192472642525,1,Boston,3,80.0,B
3928,4494,5863,5.298317366548036,2,NYC,165,93.0,A
3929,4497,5867,4.3694478524670215,2,NYC,5,88.0,B
3930,4498,5868,5.298317366548036,3,NYC,1,100.0,A
3931,4499,5869,4.6443908991413725,2,Chicago,15,99.0,A
3932,4500,5870,5.521460917862246,5,NYC,1,100.0,A
3933,4501,5872,4.8283137373023015,2,LA,88,97.0,A
3934,4502,5873,5.075173815233828,5,NYC,115,97.0,A
3935,4503,5874,4.605170185988092,3,NYC,11,93.0,A
3936,4505,5877,4.700480365792417,6,LA,85,91.0,A
3937,4506,5878,5.3230099791384085,6,Chicago,1,100.0,A
3938,4507,5879,5.043425116919247,4,LA,63,99.0,A
3939,4508,5881,4.543294782270004,2,NYC,84,96.0,A
3940,4509,5882,5.720311776607412,6,NYC,25,95.0,A
3941,4510,5883,4.48863636973214,3,LA,66,99.0,A
3942,4511,5884,4.867534450455582,2,NYC,23,97.0,A
3943,4512,5886,5.293304824724492,6,LA,15,95.0,A
3944,4513,5887,4.442651256490317,4,Boston,14,96.0,A
3945,4514,5888,4.543294782270004,4,Chicago,21,93.0,A
3946,4515,5889,5.298317366548036,4,SF,1,100.0,A
3947,4516,5890,4.605170185988092,2,NYC,38,76.0,C
3948,4517,5891,4.343805421853683,4,NYC,11,96.0,A
3949,4519,5893,5.991464547107983,4,NYC,10,96.0,A
3950,4520,5894,4.442651256490317,2,NYC,33,97.0,A
3951,4521,5897,5.075173815233828,6,NYC,27,97.0,A
3952,4522,5898,4.787491742782046,1,Boston,94,98.0,A
3953,4523,5900,5.1929568508902095,4,NYC,2,100.0,A
3954,4524,5901,4.0943445622221,1,NYC,41,96.0,A
3955,4526,5904,4.382026634673881,2,Boston,20,96.0,A
3956,4527,5905,5.214935757608987,5,NYC,35,85.0,B
3957,4530,5909,4.605170185988092,2,LA,10,100.0,A
3958,4532,5911,4.867534450455582,6,Chicago,19,97.0,A
3959,4533,5912,4.867534450455582,2,SF,5,100.0,A
3960,4534,5913,4.59511985013459,4,LA,36,96.0,A
3961,4535,5914,4.653960350157523,2,LA,3,93.0,A
3962,4537,5916,4.59511985013459,2,Chicago,18,97.0,A
3963,4538,5919,6.214608098422191,16,NYC,3,93.0,A
3964,4539,5920,4.605170185988092,2,NYC,3,87.0,B
3965,4541,5922,5.7990926544605275,7,SF,7,97.0,A
3966,4542,5924,5.241747015059644,4,NYC,28,99.0,A
3967,4543,5925,5.988961416889862,6,NYC,2,100.0,A
3968,4544,5926,5.159055299214528,3,NYC,53,93.0,A
3969,4546,5928,5.135798437050261,6,LA,42,97.0,A
3970,4547,5929,4.7791234931115305,2,NYC,9,82.0,B
3971,4548,5930,4.820281565605037,2,NYC,1,100.0,A
3972,4549,5932,4.859812404361672,2,SF,6,97.0,A
3973,4550,5933,5.075173815233828,5,LA,41,91.0,A
3974,4551,5934,5.416100402204419,4,Chicago,42,90.0,A
3975,4552,5935,4.532599493153255,4,NYC,42,90.0,A
3976,4553,5936,4.605170185988092,2,NYC,23,96.0,A
3977,4554,5937,5.991464547107983,8,DC,2,100.0,A
3978,4555,5938,5.220355825078324,2,NYC,24,99.0,A
3979,4556,5939,4.6913478822291435,2,Boston,26,92.0,A
3980,4557,5940,5.1298987149230735,3,LA,59,100.0,A
3981,4558,5941,4.3694478524670215,4,LA,27,84.0,B
3982,4559,5942,4.867534450455582,4,NYC,8,100.0,A
3983,4563,5947,4.787491742782046,2,LA,2,100.0,A
3984,4564,5948,5.521460917862246,8,LA,49,84.0,B
3985,4565,5949,5.1179938124167546,3,NYC,2,100.0,A
3986,4566,5950,7.170119543449628,8,SF,4,100.0,A
3987,4567,5951,4.584967478670572,4,LA,48,94.0,A
3988,4568,5952,4.3694478524670215,2,LA,16,94.0,A
3989,4569,5953,4.442651256490317,2,LA,1,100.0,A
3990,4570,5954,5.0106352940962555,2,SF,45,97.0,A
3991,4572,5956,4.07753744390572,1,NYC,39,90.0,A
3992,4573,5957,5.991464547107983,5,SF,23,97.0,A
3993,4574,5960,4.941642422609304,3,NYC,1,100.0,A
3994,4575,5961,4.605170185988092,2,LA,5,96.0,A
3995,4577,5964,4.248495242049359,2,NYC,108,94.0,A
3996,4578,5965,4.941642422609304,4,LA,21,93.0,A
3997,4579,5967,5.0106352940962555,2,NYC,11,92.0,A
3998,4580,5968,4.574710978503383,2,LA,17,100.0,A
3999,4581,5970,4.174387269895637,4,DC,14,97.0,A
4000,4582,5972,4.31748811353631,2,NYC,123,96.0,A
4001,4583,5973,5.521460917862246,2,SF,1,100.0,A
4002,4584,5974,4.59511985013459,4,DC,5,100.0,A
4003,4585,5975,5.0106352940962555,2,NYC,16,96.0,A
4004,4586,5976,4.74493212836325,2,NYC,11,100.0,A
4005,4588,5978,5.1647859739235145,4,LA,70,99.0,A
4006,4589,5979,5.298317366548036,6,NYC,2,100.0,A
4007,4590,5980,4.477336814478207,2,LA,8,95.0,A
4008,4591,5981,4.0943445622221,2,NYC,1,100.0,A
4009,4592,5982,5.1647859739235145,7,LA,70,93.0,A
4010,4594,5984,5.3471075307174685,3,SF,41,98.0,A
4011,4595,5985,5.828945617610207,4,NYC,12,100.0,A
4012,4596,5987,4.219507705176107,4,LA,40,96.0,A
4013,4598,5989,5.3706380281276624,4,SF,1,100.0,A
4014,4599,5990,4.859812404361672,4,Chicago,55,98.0,A
4015,4600,5991,4.634728988229637,4,DC,84,100.0,A
4016,4601,5992,4.442651256490317,1,DC,49,100.0,A
4017,4602,5993,5.298317366548036,2,NYC,27,97.0,A
4018,4603,5994,5.1647859739235145,12,NYC,25,93.0,A
4019,4604,5996,4.976733742420574,2,NYC,1,100.0,A
4020,4606,5999,4.727387818712341,4,NYC,3,100.0,A
4021,4607,6001,5.0689042022202315,2,LA,58,83.0,B
4022,4610,6004,4.23410650459726,2,LA,110,96.0,A
4023,4611,6005,5.393627546352364,4,LA,3,100.0,A
4024,4612,6007,4.653960350157523,4,NYC,9,94.0,A
4025,4613,6008,4.976733742420574,2,NYC,6,97.0,A
4026,4614,6009,4.859812404361672,2,LA,74,99.0,A
4027,4615,6014,4.442651256490317,2,LA,6,100.0,A
4028,4616,6015,4.0943445622221,3,LA,37,93.0,A
4029,4617,6016,4.4998096703302615,1,LA,172,98.0,A
4030,4618,6017,4.787491742782046,2,NYC,87,93.0,A
4031,4620,6019,4.31748811353631,1,NYC,4,85.0,B
4032,4621,6020,5.105945473900579,2,Chicago,10,94.0,A
4033,4622,6021,6.204557762568692,8,SF,17,98.0,A
4034,4624,6023,4.4998096703302615,2,NYC,10,100.0,A
4035,4625,6024,5.214935757608987,4,LA,2,90.0,A
4036,4626,6025,4.59511985013459,2,NYC,36,91.0,A
4037,4627,6026,4.605170185988092,2,Chicago,6,100.0,A
4038,4628,6028,4.74493212836325,2,NYC,1,100.0,A
4039,4629,6029,4.605170185988092,3,Boston,3,93.0,A
4040,4630,6030,5.003946305945459,4,Boston,3,100.0,A
4041,4631,6031,4.07753744390572,1,LA,3,100.0,A
4042,4632,6032,5.857933154483459,4,LA,49,98.0,A
4043,4633,6033,4.787491742782046,2,Boston,1,100.0,A
4044,4635,6037,4.3694478524670215,2,LA,2,100.0,A
4045,4636,6038,4.820281565605037,2,NYC,17,80.0,B
4046,4637,6039,4.787491742782046,4,DC,10,100.0,A
4047,4638,6040,4.127134385045092,2,Chicago,63,97.0,A
4048,4639,6041,4.564348191467836,5,LA,130,90.0,A
4049,4640,6042,4.700480365792417,2,LA,8,93.0,A
4050,4641,6043,4.31748811353631,2,NYC,14,100.0,A
4051,4642,6045,4.174387269895637,3,Chicago,16,91.0,A
4052,4643,6046,5.393627546352364,4,DC,5,100.0,A
4053,4645,6049,4.605170185988092,2,SF,1,100.0,A
4054,4646,6056,4.795790545596741,6,Chicago,12,88.0,B
4055,4647,6057,5.293304824724492,7,NYC,17,92.0,A
4056,4648,6058,4.59511985013459,1,NYC,31,94.0,A
4057,4649,6059,4.31748811353631,5,Boston,8,95.0,A
4058,4650,6060,4.219507705176107,1,LA,9,82.0,B
4059,4651,6061,4.7791234931115305,4,NYC,61,93.0,A
4060,4652,6063,4.442651256490317,2,NYC,10,98.0,A
4061,4653,6065,4.1588830833596715,1,SF,2,80.0,B
4062,4654,6067,4.941642422609304,4,NYC,45,98.0,A
4063,4655,6069,4.605170185988092,5,Chicago,7,100.0,A
4064,4656,6070,4.553876891600541,4,NYC,4,100.0,A
4065,4657,6072,5.0106352940962555,4,Chicago,3,100.0,A
4066,4658,6073,4.23410650459726,2,LA,6,96.0,A
4067,4659,6074,4.859812404361672,2,Boston,107,99.0,A
4068,4660,6075,4.127134385045092,2,NYC,14,97.0,A
4069,4661,6078,5.459585514144161,2,LA,50,100.0,A
4070,4662,6080,5.521460917862246,6,NYC,45,94.0,A
4071,4663,6081,4.0943445622221,3,DC,4,95.0,A
4072,4664,6083,4.043051267834549,3,LA,48,98.0,A
4073,4665,6084,4.4998096703302615,2,Chicago,122,99.0,A
4074,4666,6085,5.5174528964647065,5,LA,5,92.0,A
4075,4667,6086,4.605170185988092,4,NYC,20,95.0,A
4076,4668,6088,4.553876891600541,2,SF,116,96.0,A
4077,4669,6089,4.248495242049359,2,Chicago,4,100.0,A
4078,4670,6091,4.84418708645859,3,NYC,18,93.0,A
4079,4671,6092,4.553876891600541,2,NYC,94,93.0,A
4080,4673,6094,5.0106352940962555,2,NYC,1,80.0,B
4081,4674,6095,4.07753744390572,1,Chicago,5,96.0,A
4082,4675,6096,4.430816798843313,2,LA,27,99.0,A
4083,4676,6097,5.298317366548036,2,NYC,12,98.0,A
4084,4678,6099,5.521460917862246,4,NYC,13,95.0,A
4085,4679,6100,4.8283137373023015,4,NYC,8,95.0,A
4086,4680,6101,4.31748811353631,2,NYC,32,94.0,A
4087,4681,6102,5.6167710976665735,3,LA,57,100.0,A
4088,4682,6104,5.293304824724492,7,NYC,8,98.0,A
4089,4683,6105,5.966146739123692,6,NYC,5,96.0,A
4090,4684,6106,5.634789603169249,4,NYC,68,88.0,B
4091,4685,6108,5.720311776607412,5,NYC,27,96.0,A
4092,4686,6109,4.174387269895637,2,NYC,4,100.0,A
4093,4687,6110,4.5217885770490405,2,SF,7,89.0,B
4094,4689,6113,4.219507705176107,3,LA,71,96.0,A
4095,4690,6114,5.703782474656202,5,NYC,4,90.0,A
4096,4691,6115,5.181783550292085,10,LA,23,100.0,A
4097,4692,6116,4.6913478822291435,3,SF,4,85.0,B
4098,4693,6117,4.852030263919617,4,LA,19,94.0,A
4099,4695,6119,5.857933154483459,4,NYC,51,89.0,B
4100,4696,6120,5.293304824724492,2,NYC,2,100.0,A
4101,4697,6121,4.941642422609304,5,NYC,6,100.0,A
4102,4698,6122,4.442651256490317,1,DC,4,95.0,A
4103,4699,6123,4.262679877041316,2,NYC,3,87.0,B
4104,4700,6124,6.214608098422191,4,NYC,79,97.0,A
4105,4701,6125,4.912654885736052,8,NYC,63,86.0,B
4106,4702,6126,4.574710978503383,1,SF,1,100.0,A
4107,4703,6127,5.991464547107983,6,NYC,61,91.0,A
4108,4704,6129,5.926926025970412,8,Chicago,7,97.0,A
4109,4706,6131,5.521460917862246,2,NYC,35,95.0,A
4110,4707,6133,6.906754778648554,10,LA,13,93.0,A
4111,4708,6136,5.1647859739235145,4,LA,3,100.0,A
4112,4710,6138,5.1647859739235145,7,LA,17,88.0,B
4113,4711,6139,5.6167710976665735,4,Chicago,15,96.0,A
4114,4712,6140,5.5174528964647065,5,Chicago,7,97.0,A
4115,4713,6141,4.700480365792417,2,NYC,17,99.0,A
4116,4714,6142,5.0106352940962555,2,NYC,4,100.0,A
4117,4715,6143,4.007333185232471,1,DC,1,100.0,A
4118,4716,6144,4.6443908991413725,5,NYC,51,88.0,B
4119,4717,6145,4.976733742420574,5,NYC,35,97.0,A
4120,4718,6146,4.0943445622221,2,NYC,2,100.0,A
4121,4719,6147,4.762173934797756,2,Boston,20,95.0,A
4122,4720,6148,4.007333185232471,1,NYC,1,100.0,A
4123,4721,6149,5.247024072160486,2,SF,12,95.0,A
4124,4722,6150,5.991464547107983,3,DC,2,100.0,A
4125,4723,6151,4.174387269895637,2,NYC,73,92.0,A
4126,4724,6152,4.9344739331306915,2,NYC,36,94.0,A
4127,4725,6153,4.007333185232471,2,NYC,3,100.0,A
4128,4726,6154,5.66988092298052,2,NYC,5,100.0,A
4129,4727,6155,4.31748811353631,2,NYC,16,96.0,A
4130,4728,6157,4.605170185988092,6,NYC,3,100.0,A
4131,4729,6158,4.700480365792417,2,NYC,15,87.0,B
4132,4730,6160,4.0943445622221,2,LA,10,90.0,A
4133,4731,6161,5.6524891802686525,5,Chicago,2,100.0,A
4134,4732,6163,5.631211781821365,7,NYC,114,96.0,A
4135,4733,6164,5.298317366548036,2,LA,4,100.0,A
4136,4734,6165,4.700480365792417,3,DC,34,93.0,A
4137,4735,6167,4.31748811353631,1,SF,5,100.0,A
4138,4736,6168,4.564348191467836,2,LA,19,99.0,A
4139,4737,6169,6.665683717782406,8,Boston,2,100.0,A
4140,4738,6170,4.867534450455582,2,LA,23,96.0,A
4141,4739,6172,4.8283137373023015,2,NYC,13,92.0,A
4142,4742,6177,5.0689042022202315,2,LA,34,98.0,A
4143,4743,6178,5.272999558563747,6,LA,18,100.0,A
4144,4744,6180,5.1929568508902095,8,LA,1,100.0,A
4145,4745,6181,4.787491742782046,2,NYC,4,100.0,A
4146,4746,6183,4.836281906951479,4,NYC,2,90.0,A
4147,4747,6184,5.298317366548036,5,NYC,19,97.0,A
4148,4748,6185,4.6913478822291435,7,LA,27,79.0,C
4149,4749,6187,4.30406509320417,2,NYC,9,93.0,A
4150,4750,6189,6.300785794663246,7,NYC,8,100.0,A
4151,4751,6190,4.442651256490317,3,NYC,136,96.0,A
4152,4752,6191,5.0106352940962555,5,DC,6,93.0,A
4153,4753,6193,4.48863636973214,6,LA,9,87.0,B
4154,4754,6194,4.007333185232471,1,NYC,2,100.0,A
4155,4755,6195,5.521460917862246,4,LA,32,98.0,A
4156,4756,6197,5.298317366548036,5,LA,9,100.0,A
4157,4758,6199,4.31748811353631,2,LA,85,99.0,A
4158,4759,6202,4.174387269895637,2,NYC,16,96.0,A
4159,4760,6203,4.941642422609304,2,NYC,163,98.0,A
4160,4761,6204,4.7791234931115305,4,DC,31,91.0,A
4161,4762,6205,6.1092475827643655,7,NYC,2,100.0,A
4162,4763,6206,4.07753744390572,2,LA,59,87.0,B
4163,4764,6207,4.31748811353631,2,NYC,10,78.0,C
4164,4766,6209,5.521460917862246,4,SF,5,100.0,A
4165,4767,6210,5.926926025970412,2,LA,1,100.0,A
4166,4769,6213,4.442651256490317,4,Chicago,5,100.0,A
4167,4770,6215,4.4998096703302615,5,LA,12,92.0,A
4168,4771,6216,4.07753744390572,1,NYC,256,92.0,A
4169,4772,6217,4.23410650459726,2,LA,73,96.0,A
4170,4773,6218,4.007333185232471,2,NYC,76,98.0,A
4171,4774,6219,4.976733742420574,2,NYC,2,100.0,A
4172,4775,6220,4.6913478822291435,4,LA,67,95.0,A
4173,4776,6222,4.605170185988092,4,NYC,8,93.0,A
4174,4777,6224,4.74493212836325,3,NYC,153,98.0,A
4175,4778,6227,4.442651256490317,2,LA,13,88.0,B
4176,4779,6228,4.3694478524670215,2,LA,29,98.0,A
4177,4782,6231,4.74493212836325,3,NYC,17,100.0,A
4178,4783,6232,5.342334251964812,1,SF,18,95.0,A
4179,4784,6233,5.293304824724492,4,LA,1,100.0,A
4180,4787,6239,4.1588830833596715,2,LA,89,98.0,A
4181,4788,6240,4.700480365792417,4,LA,3,90.0,A
4182,4790,6242,4.382026634673881,2,Chicago,21,98.0,A
4183,4791,6243,5.48063892334199,6,NYC,5,96.0,A
4184,4792,6245,4.290459441148391,2,LA,30,97.0,A
4185,4794,6248,4.8283137373023015,2,NYC,31,98.0,A
4186,4795,6249,4.8283137373023015,2,Boston,33,99.0,A
4187,4796,6250,4.174387269895637,1,LA,2,100.0,A
4188,4797,6251,5.0106352940962555,4,NYC,28,94.0,A
4189,4798,6252,4.700480365792417,3,LA,9,93.0,A
4190,4802,6256,4.007333185232471,2,NYC,5,100.0,A
4191,4803,6259,4.0943445622221,2,NYC,2,100.0,A
4192,4804,6260,5.272999558563747,4,NYC,172,99.0,A
4193,4805,6261,4.356708826689592,2,LA,6,97.0,A
4194,4806,6262,5.700443573390688,6,LA,4,90.0,A
4195,4807,6263,5.247024072160486,8,Chicago,34,94.0,A
4196,4808,6264,5.631211781821365,2,Boston,6,80.0,B
4197,4809,6265,4.31748811353631,1,LA,2,90.0,A
4198,4810,6268,4.787491742782046,3,LA,29,98.0,A
4199,4811,6269,4.007333185232471,2,Chicago,4,93.0,A
4200,4814,6272,4.605170185988092,2,NYC,2,90.0,A
4201,4815,6273,6.396929655216146,6,SF,28,96.0,A
4202,4816,6275,5.0106352940962555,2,NYC,12,100.0,A
4203,4817,6276,5.0106352940962555,1,NYC,1,100.0,A
4204,4818,6277,4.31748811353631,4,DC,25,96.0,A
4205,4819,6278,4.8283137373023015,2,SF,2,100.0,A
4206,4820,6279,4.59511985013459,1,NYC,1,100.0,A
4207,4821,6280,5.272999558563747,3,SF,43,97.0,A
4208,4822,6283,4.4998096703302615,4,NYC,1,100.0,A
4209,4823,6285,4.7791234931115305,3,DC,18,91.0,A
4210,4824,6287,6.063785208687607,9,LA,18,99.0,A
4211,4825,6288,4.867534450455582,2,SF,198,98.0,A
4212,4826,6292,4.8283137373023015,2,LA,2,100.0,A
4213,4827,6293,4.9344739331306915,2,Boston,12,85.0,B
4214,4828,6294,4.762173934797756,2,NYC,4,100.0,A
4215,4830,6296,6.1092475827643655,8,NYC,29,94.0,A
4216,4831,6297,4.3694478524670215,2,LA,150,97.0,A
4217,4832,6298,4.787491742782046,2,LA,23,96.0,A
4218,4833,6299,4.248495242049359,3,LA,41,97.0,A
4219,4834,6300,4.9344739331306915,4,LA,86,96.0,A
4220,4835,6302,5.043425116919247,4,LA,7,94.0,A
4221,4837,6305,5.393627546352364,5,NYC,6,97.0,A
4222,4838,6306,4.553876891600541,2,NYC,114,98.0,A
4223,4839,6307,5.700443573390688,8,LA,22,99.0,A
4224,4841,6309,5.0106352940962555,4,LA,144,98.0,A
4225,4842,6310,4.127134385045092,4,NYC,28,99.0,A
4226,4843,6311,4.0943445622221,2,LA,9,85.0,B
4227,4844,6312,5.521460917862246,6,SF,31,97.0,A
4228,4845,6314,4.8283137373023015,2,LA,6,100.0,A
4229,4846,6315,4.976733742420574,4,NYC,24,99.0,A
4230,4847,6316,5.521460917862246,4,NYC,24,95.0,A
4231,4848,6317,5.703782474656202,6,NYC,118,96.0,A
4232,4849,6318,4.1588830833596715,2,LA,122,97.0,A
4233,4850,6319,5.634789603169249,6,NYC,1,100.0,A
4234,4851,6321,4.553876891600541,2,NYC,24,86.0,B
4235,4853,6325,4.787491742782046,2,SF,4,95.0,A
4236,4855,6327,4.74493212836325,3,NYC,10,98.0,A
4237,4856,6328,5.783825182329737,8,LA,46,94.0,A
4238,4857,6329,4.867534450455582,3,LA,161,92.0,A
4239,4858,6330,5.521460917862246,4,SF,1,100.0,A
4240,4859,6331,5.293304824724492,7,LA,1,80.0,B
4241,4860,6332,5.17614973257383,4,NYC,8,91.0,A
4242,4861,6334,4.867534450455582,3,LA,111,97.0,A
4243,4862,6337,6.214608098422191,6,NYC,24,96.0,A
4244,4863,6338,5.003946305945459,4,LA,4,100.0,A
4245,4864,6339,6.214608098422191,10,LA,2,100.0,A
4246,4865,6340,4.4998096703302615,2,SF,31,98.0,A
4247,4867,6343,4.605170185988092,4,DC,1,100.0,A
4248,4869,6347,5.0689042022202315,2,NYC,16,93.0,A
4249,4871,6350,4.23410650459726,2,LA,25,97.0,A
4250,4872,6351,5.075173815233828,4,LA,9,87.0,B
4251,4874,6354,4.605170185988092,2,NYC,8,95.0,A
4252,4875,6355,4.4998096703302615,4,NYC,2,90.0,A
4253,4876,6356,4.820281565605037,6,NYC,11,98.0,A
4254,4877,6358,4.59511985013459,5,LA,4,95.0,A
4255,4878,6359,6.586171654854675,10,SF,4,85.0,B
4256,4880,6361,6.1092475827643655,10,LA,4,100.0,A
4257,4882,6364,5.293304824724492,5,Boston,4,80.0,B
4258,4883,6365,4.0943445622221,2,NYC,11,80.0,B
4259,4885,6368,4.0943445622221,1,Chicago,3,100.0,A
4260,4887,6370,4.0943445622221,2,NYC,3,100.0,A
4261,4889,6372,4.8283137373023015,4,LA,38,98.0,A
4262,4890,6373,5.690359454324057,2,LA,3,100.0,A
4263,4891,6374,4.343805421853683,2,LA,1,100.0,A
4264,4892,6375,4.442651256490317,4,DC,118,95.0,A
4265,4893,6376,4.867534450455582,6,Chicago,67,94.0,A
4266,4894,6377,5.700443573390688,4,DC,2,100.0,A
4267,4895,6378,5.389071729816501,3,NYC,25,93.0,A
4268,4896,6379,4.912654885736052,4,LA,1,100.0,A
4269,4897,6380,4.4188406077965965,4,NYC,24,95.0,A
4270,4898,6381,5.913503005638268,5,NYC,12,87.0,B
